,latitude,longitude,surface,azim,kWp,tilt
8564,,,20,-75.0,2.94,25.0
8565,,,24,5.0,2.996,15.0
8566,,,21,180.0,3.0,20.0
8567,,,19,-30.0,2.31,25.0
8568,,,25,65.0,2.94,25.0
8569,,,24,85.0,2.97,40.0
8570,,,18,40.0,2.996,20.0
8571,,,20,0.0,2.85,30.0
8572,,,22,-45.0,2.88,30.0
8573,,,20,0.0,2.1,15.0
8574,,,20,0.0,2.004,30.0
8575,,,18,20.0,2.34,20.0
8576,,,22,-45.0,3.0,35.0
8577,,,436,-45.0,56.832,15.0
8578,,,18,-90.0,2.94,20.0
8579,,,24,0.0,2.97,15.0
8580,,,20,-10.0,2.96,20.0
8581,,,24,45.0,2.97,35.0
8582,,,20,15.0,2.96,45.0
8583,,,28,-30.0,3.0,20.0
8584,,,33,0.0,5.72,15.0
8585,,,20,-45.0,2.94,15.0
8586,,,24,45.0,3.06,30.0
8587,,,24,0.0,2.996,45.0
8588,,,23,20.0,2.94,20.0
8589,,,20,-15.0,2.8,40.0
8590,,,22,0.0,2.8,40.0
8591,,,21,0.0,2.8,40.0
8592,,,12,0.0,1.68,45.0
8593,,,22,-10.0,3.0,20.0
8594,,,22,45.0,2.4,30.0
8595,,,20,30.0,2.7,40.0
8596,,,18,0.0,2.996,15.0
8597,,,18,-45.0,2.996,35.0
8598,,,16,-15.0,2.52,30.0
8599,,,17,25.0,2.88,35.0
8600,,,21,0.0,2.8,45.0
8601,,,23,0.0,2.996,15.0
8602,,,24,-30.0,2.97,40.0
8603,,,21,-100.0,2.96,20.0
8604,,,23,-60.0,3.0,20.0
8605,,,21,0.0,2.96,30.0
8606,,,33,35.0,6.0,35.0
8607,,,20,-45.0,2.7,10.0
8608,,,22,0.0,2.94,25.0
8609,,,27,-45.0,2.97,40.0
8610,,,27,0.0,2.46,20.0
8611,,,22,-35.0,2.48,35.0
8612,,,22,30.0,3.0,20.0
8613,,,48,90.0,8.64,15.0
8614,,,24,0.0,2.96,30.0
8615,,,24,-40.0,2.94,20.0
8616,,,24,30.0,2.22,45.0
8617,,,21,-45.0,2.31,35.0
8618,,,28,-5.0,3.36,30.0
8619,,,14,45.0,1.712,30.0
8620,,,20,5.0,2.8,20.0
8621,,,18,-40.0,2.31,20.0
8622,,,15,-20.0,2.04,35.0
8623,,,23,35.0,2.96,15.0
8624,,,22,-10.0,3.0,40.0
8625,,,23,0.0,2.94,15.0
8626,,,23,15.0,3.0,30.0
8627,,,22,0.0,2.94,20.0
8628,,,26,0.0,3.0,25.0
8629,,,21,0.0,2.88,45.0
8630,,,22,35.0,2.75,50.0
8631,,,25,0.0,2.996,25.0
8632,,,378,0.0,41.8,20.0
8633,,,13,0.0,2.1,35.0
8634,,,22,20.0,2.88,15.0
8635,,,39,20.0,5.635,15.0
8636,,,24,30.0,2.992,20.0
8637,,,16,10.0,2.16,20.0
8638,,,18,40.0,2.996,45.0
8639,,,21,60.0,2.925,25.0
8640,,,30,-20.0,5.88,15.0
8641,,,18,-50.0,2.996,45.0
8642,,,18,45.0,2.996,40.0
8643,,,116,-85.0,18.0,30.0
8644,,,23,30.0,2.88,30.0
8645,,,30,-45.0,2.7,60.0
8646,,,18,-40.0,2.94,20.0
8647,,,22,90.0,2.96,45.0
8648,,,21,45.0,2.96,15.0
8649,,,20,0.0,2.96,40.0
8650,,,205,50.0,30.0,15.0
8651,,,21,0.0,2.925,15.0
8652,,,15,60.0,2.16,55.0
8653,,,15,0.0,2.544,20.0
8654,,,20,25.0,2.88,20.0
8655,,,16,-10.0,3.0,40.0
8656,,,23,0.0,2.916,20.0
8657,,,20,0.0,2.1,35.0
8658,,,20,-5.0,2.992,30.0
8659,,,16,-45.0,2.22,25.0
8660,,,70,0.0,8.5,45.0
8661,,,21,-80.0,2.96,20.0
8662,,,24,-15.0,3.0,35.0
8663,,,18,-5.0,3.22,30.0
8664,,,18,-40.0,2.94,45.0
8665,,,24,40.0,2.96,15.0
8666,,,21,-5.0,2.94,50.0
8667,,,20,-45.0,2.868,35.0
8668,,,60,-25.0,8.82,45.0
8669,,,18,50.0,2.996,45.0
8670,,,18,-45.0,2.31,20.0
8671,,,17,0.0,2.35,40.0
8672,,,283,-10.0,35.52,25.0
8673,,,680,-30.0,88.8,15.0
8674,,,24,0.0,3.0,30.0
8675,,,21,65.0,2.96,35.0
8676,,,20,-25.0,2.805,35.0
8677,,,20,40.0,2.88,45.0
8678,,,23,0.0,2.88,45.0
8679,,,23,-10.0,2.4,35.0
8680,,,17,-10.0,3.0,35.0
8681,,,23,-50.0,2.96,35.0
8682,,,24,-25.0,3.0,45.0
8683,,,21,10.0,2.94,40.0
8684,,,22,-170.0,3.0,20.0
8685,,,18,-40.0,2.94,45.0
8686,,,14,-90.0,1.9,30.0
8687,,,27,-65.0,2.97,50.0
8688,,,20,35.0,2.94,40.0
8689,,,48,-5.0,9.0,30.0
8690,,,19,45.0,2.94,20.0
8691,,,23,45.0,2.94,15.0
8692,,,20,45.0,2.96,35.0
8693,,,23,20.0,2.97,30.0
8694,,,22,-20.0,3.0,20.0
8695,,,17,0.0,2.94,40.0
8696,,,18,-35.0,2.996,20.0
8697,,,23,-60.0,2.996,35.0
8698,,,18,0.0,2.94,45.0
8699,,,21,-45.0,3.0,20.0
8700,,,20,-80.0,2.66,30.0
8701,,,22,-10.0,3.12,10.0
8702,,,22,30.0,2.94,45.0
8703,,,16,10.0,3.0,15.0
8704,,,25,0.0,2.94,60.0
8705,,,24,75.0,2.94,20.0
8706,,,22,-50.0,2.96,40.0
8707,,,46,90.0,6.0,10.0
8708,,,24,0.0,2.996,20.0
8709,,,46,5.0,8.82,20.0
8710,,,20,-20.0,2.72,20.0
8711,,,20,-90.0,2.22,30.0
8712,,,50,-80.0,9.0,20.0
8713,,,20,-45.0,2.96,15.0
8714,,,260,-105.0,25.0,85.0
8715,,,20,20.0,2.992,30.0
8716,,,22,-10.0,2.88,30.0
8717,,,20,30.0,2.94,50.0
8718,,,23,5.0,2.996,20.0
8719,,,22,15.0,2.85,40.0
8720,,,23,0.0,2.96,20.0
8721,,,22,-15.0,3.0,25.0
8722,,,15,15.0,2.22,40.0
8723,,,19,-60.0,2.94,20.0
8724,,,22,-35.0,2.96,35.0
8725,,,18,-15.0,2.59,35.0
8726,,,21,-20.0,2.96,15.0
8727,,,21,30.0,2.88,20.0
8728,,,24,90.0,2.996,35.0
8729,,,23,-10.0,2.996,30.0
8730,,,22,10.0,2.66,20.0
8731,,,93,-5.0,13.02,30.0
8732,,,19,145.0,3.0,35.0
8733,,,22,-5.0,3.12,45.0
8734,,,23,0.0,2.96,30.0
8735,,,23,-5.0,3.04,10.0
8736,,,16,0.0,2.88,45.0
8737,,,21,-40.0,2.96,35.0
8738,,,16,-90.0,2.1,40.0
8739,,,20,5.0,2.96,20.0
8740,,,22,-30.0,2.85,30.0
8741,,,23,0.0,2.97,20.0
8742,,,21,0.0,2.7,45.0
8743,,,23,45.0,2.996,20.0
8744,,,21,90.0,2.88,25.0
8745,,,13,0.0,2.1,35.0
8746,,,24,-10.0,3.0,40.0
8747,,,21,10.0,3.0,50.0
8748,,,21,-45.0,2.94,20.0
8749,,,25,20.0,3.0,35.0
8750,,,65,85.0,9.0,20.0
8751,,,18,-30.0,1.98,30.0
8752,,,24,-60.0,2.88,20.0
8753,,,300,-90.0,47.52,25.0
8754,,,23,40.0,2.8,20.0
8755,,,23,-10.0,2.86,35.0
8756,,,1134,-25.0,147.84,10.0
8757,,,19,-20.0,2.52,40.0
8758,,,20,10.0,2.88,45.0
8759,,,63,-35.0,8.82,25.0
8760,,,18,90.0,2.1,15.0
8761,,,21,0.0,3.0,35.0
8762,,,12,-30.0,1.632,25.0
8763,,,19,0.0,3.0,20.0
8764,,,32,45.0,4.8,20.0
8765,,,25,45.0,4.8,15.0
8766,,,16,-35.0,2.16,40.0
8767,,,60,45.0,8.0,25.0
8768,,,240,10.0,33.6,30.0
8769,,,16,-45.0,2.16,20.0
8770,,,23,0.0,3.0,30.0
8771,,,17,0.0,3.01,15.0
8772,,,20,-45.0,2.775,35.0
8773,,,23,40.0,3.0,20.0
8774,,,22,40.0,3.0,40.0
8775,,,8,-25.0,1.365,25.0
8776,,,273,-100.0,34.188,15.0
8777,,,22,-20.0,3.04,15.0
8778,,,21,45.0,2.96,15.0
8779,,,21,40.0,2.94,45.0
8780,,,22,55.0,2.996,20.0
8781,,,18,10.0,2.996,20.0
8782,,,17,-10.0,2.31,45.0
8783,,,95,-45.0,13.0,10.0
8784,,,22,45.0,2.96,35.0
8785,,,21,45.0,2.944,20.0
8786,,,18,-10.0,3.15,15.0
8787,,,20,0.0,2.7,45.0
8788,,,18,0.0,2.96,15.0
8789,,,18,-30.0,2.94,20.0
8790,,,24,60.0,2.996,25.0
8791,,,21,25.0,2.96,20.0
8792,,,15,-55.0,2.7,20.0
8793,,,20,45.0,2.94,20.0
8794,,,20,75.0,3.0,45.0
8795,,,25,-5.0,2.72,45.0
8796,,,18,80.0,2.996,25.0
8797,,,22,10.0,2.99,20.0
8798,,,22,0.0,2.94,45.0
8799,,,21,70.0,3.525,35.0
8800,,,19,0.0,2.996,20.0
8801,,,18,175.0,2.94,10.0
8802,,,13,45.0,1.96,45.0
8803,,,16,-140.0,2.2,0.0
8804,,,21,0.0,3.36,20.0
8805,,,25,0.0,3.0,35.0
8806,,,21,-40.0,2.8,20.0
8807,,,36,-15.0,5.984,40.0
8808,,,69,-40.0,8.855,30.0
8809,,,20,-75.0,2.94,20.0
8810,,,23,30.0,3.0,20.0
8811,,,23,60.0,2.996,45.0
8812,,,17,5.0,2.94,25.0
8813,,,18,0.0,2.94,15.0
8814,,,22,-30.0,2.86,30.0
8815,,,21,40.0,2.16,45.0
8816,,,19,45.0,2.96,35.0
8817,,,18,15.0,2.996,20.0
8818,,,20,15.0,3.0,35.0
8819,,,23,60.0,2.96,40.0
8820,,,22,0.0,2.88,30.0
8821,,,22,-5.0,2.996,20.0
8822,,,22,-25.0,2.992,25.0
8823,,,18,-20.0,2.996,45.0
8824,,,21,30.0,2.88,30.0
8825,,,36,30.0,6.0,15.0
8826,,,22,0.0,2.244,45.0
8827,,,25,-45.0,2.45,15.0
8828,,,17,0.0,2.94,30.0
8829,,,18,0.0,2.94,15.0
8830,,,22,10.0,2.88,35.0
8831,,,21,-45.0,2.88,15.0
8832,,,20,30.0,2.6,30.0
8833,,,24,-65.0,2.996,25.0
8834,,,18,90.0,2.16,25.0
8835,,,21,45.0,2.88,40.0
8836,,,21,-90.0,2.96,20.0
8837,,,4,0.0,0.54,25.0
8838,,,47,0.0,8.829,15.0
8839,,,20,-20.0,2.88,20.0
8840,,,20,-20.0,2.96,45.0
8841,,,21,25.0,2.96,20.0
8842,,,17,0.0,3.0,20.0
8843,,,21,-45.0,2.96,45.0
8844,,,24,0.0,2.945,25.0
8845,,,18,-20.0,2.996,35.0
8846,,,22,-25.0,2.88,40.0
8847,,,18,15.0,2.996,35.0
8848,,,15,-15.0,2.16,45.0
8849,,,21,50.0,2.52,20.0
8850,,,16,-5.0,2.22,10.0
8851,,,16,15.0,3.0,40.0
8852,,,23,-80.0,2.97,15.0
8853,,,21,-30.0,2.88,35.0
8854,,,22,-20.0,2.88,45.0
8855,,,59,60.0,9.0,25.0
8856,,,17,-90.0,2.22,45.0
8857,,,23,-15.0,3.0,45.0
8858,,,22,0.0,2.52,40.0
8859,,,14,-10.0,1.84,35.0
8860,,,20,-5.0,3.0,45.0
8861,,,40,0.0,6.0,15.0
8862,,,21,45.0,3.45,15.0
8863,,,5,-20.0,0.795,30.0
8864,,,23,60.0,3.0,55.0
8865,,,23,45.0,2.916,20.0
8866,,,22,10.0,3.0,15.0
8867,,,24,55.0,2.88,20.0
8868,,,23,-45.0,2.8,35.0
8869,,,26,15.0,2.88,20.0
8870,,,23,-20.0,3.04,45.0
8871,,,1546,40.0,189.42,10.0
8872,,,20,-10.0,2.4,35.0
8873,,,22,0.0,3.04,30.0
8874,,,20,90.0,2.87,40.0
8875,,,22,90.0,2.992,40.0
8876,,,21,0.0,2.96,35.0
8877,,,18,80.0,2.996,30.0
8878,,,20,-90.0,2.58,20.0
8879,,,21,15.0,2.96,25.0
8880,,,20,0.0,2.88,15.0
8881,,,20,5.0,2.8,40.0
8882,,,20,-60.0,2.94,30.0
8883,,,13,-15.0,1.85,20.0
8884,,,18,10.0,2.996,40.0
8885,,,21,-5.0,2.72,20.0
8886,,,21,60.0,2.96,40.0
8887,,,20,-10.0,2.72,50.0
8888,,,23,0.0,2.96,30.0
8889,,,19,-40.0,2.22,35.0
8890,,,30,-10.0,3.0,25.0
8891,,,25,-165.0,3.75,30.0
8892,,,20,35.0,2.96,35.0
8893,,,19,45.0,2.94,30.0
8894,,,20,-45.0,3.0,15.0
8895,,,23,-25.0,2.7,20.0
8896,,,15,0.0,2.0,40.0
8897,,,17,-170.0,3.0,20.0
8898,,,22,5.0,3.0,45.0
8899,,,23,-60.0,2.94,25.0
8900,,,20,10.0,2.96,15.0
8901,,,150,0.0,16.2,15.0
8902,,,16,0.0,2.5,35.0
8903,,,24,-45.0,2.996,20.0
8904,,,24,-40.0,2.97,40.0
8905,,,21,0.0,2.72,25.0
8906,,,50,0.0,8.829,30.0
8907,,,21,60.0,2.975,25.0
8908,,,17,45.0,2.99,45.0
8909,,,7,20.0,1.2,30.0
8910,,,17,10.0,1.85,15.0
8911,,,23,10.0,2.96,25.0
8912,,,20,0.0,2.996,15.0
8913,,,21,-15.0,2.88,20.0
8914,,,22,-45.0,2.992,20.0
8915,,,23,-40.0,3.0,40.0
8916,,,23,45.0,2.94,40.0
8917,,,21,0.0,2.88,45.0
8918,,,25,0.0,2.975,35.0
8919,,,22,-20.0,3.0,35.0
8920,,,16,-45.0,2.22,20.0
8921,,,24,35.0,2.94,30.0
8922,,,13,45.0,2.4,35.0
8923,,,22,-30.0,3.0,30.0
8924,,,23,0.0,3.0,20.0
8925,,,21,0.0,2.88,15.0
8926,,,20,15.0,2.94,20.0
8927,,,20,-15.0,3.0,30.0
8928,,,20,45.0,3.0,30.0
8929,,,24,15.0,2.88,35.0
8930,,,15,5.0,2.0,35.0
8931,,,20,-5.0,2.88,20.0
8932,,,23,45.0,3.0,30.0
8933,,,15,15.0,2.1,30.0
8934,,,22,10.0,3.12,10.0
8935,,,23,45.0,2.97,35.0
8936,,,20,80.0,2.7,20.0
8937,,,17,-35.0,2.08,35.0
8938,,,16,45.0,2.22,45.0
8939,,,20,0.0,2.73,0.0
8940,,,25,10.0,3.0,45.0
8941,,,18,-5.0,2.996,30.0
8942,,,42,-10.0,6.3,35.0
8943,,,23,90.0,3.0,15.0
8944,,,20,-45.0,3.15,20.0
8945,,,19,-70.0,2.996,40.0
8946,,,30,90.0,2.97,30.0
8947,,,60,0.0,9.15,30.0
8948,,,24,-30.0,3.2,20.0
8949,,,23,15.0,2.94,15.0
8950,,,22,-30.0,2.94,10.0
8951,,,17,10.0,2.88,25.0
8952,,,22,-20.0,3.0,40.0
8953,,,23,30.0,2.996,20.0
8954,,,30,0.0,4.2,45.0
8955,,,24,-10.0,3.12,25.0
8956,,,21,-80.0,2.96,20.0
8957,,,23,0.0,2.996,20.0
8958,,,20,0.0,2.96,55.0
8959,,,25,-20.0,2.97,15.0
8960,,,17,0.0,2.5,30.0
8961,,,23,45.0,3.0,35.0
8962,,,40,25.0,5.775,20.0
8963,,,16,0.0,2.1,25.0
8964,,,21,-45.0,2.04,25.0
8965,,,16,15.0,3.0,20.0
8966,,,21,-10.0,2.96,15.0
8967,,,20,20.0,2.886,45.0
8968,,,21,-45.0,2.96,40.0
8969,,,21,-15.0,3.92,15.0
8970,,,20,90.0,2.24,30.0
8971,,,23,90.0,2.88,15.0
8972,,,21,-90.0,2.88,20.0
8973,,,16,-45.0,2.0,20.0
8974,,,24,90.0,3.0,20.0
8975,,,55,-10.0,9.2,20.0
8976,,,21,180.0,2.25,40.0
8977,,,24,0.0,2.97,30.0
8978,,,17,0.0,2.88,10.0
8979,,,16,-10.0,3.0,30.0
8980,,,24,10.0,2.96,30.0
8981,,,22,35.0,2.88,20.0
8982,,,20,0.0,3.0,30.0
8983,,,20,5.0,3.0,20.0
8984,,,21,0.0,2.88,35.0
8985,,,20,0.0,2.96,40.0
8986,,,23,45.0,2.94,35.0
8987,,,16,0.0,3.0,35.0
8988,,,21,10.0,2.996,20.0
8989,,,22,-40.0,2.925,30.0
8990,,,23,-30.0,2.94,20.0
8991,,,18,90.0,2.88,40.0
8992,,,19,0.0,3.01,15.0
8993,,,22,0.0,2.85,25.0
8994,,,24,70.0,2.96,30.0
8995,,,20,-10.0,2.996,20.0
8996,,,27,30.0,3.0,20.0
8997,,,39,45.0,5.18,50.0
8998,,,21,0.0,3.0,25.0
8999,,,20,35.0,2.94,15.0
9000,,,23,105.0,2.97,25.0
9001,,,22,-10.0,3.0,20.0
9002,,,16,-45.0,2.16,30.0
9003,,,27,45.0,3.2,20.0
9004,,,18,45.0,1.98,15.0
9005,,,23,-45.0,2.97,15.0
9006,,,25,-60.0,3.0,40.0
9007,,,20,-5.0,2.7,30.0
9008,,,20,10.0,2.64,20.0
9009,,,27,-45.0,4.0,30.0
9010,,,20,-5.0,2.96,40.0
9011,,,20,45.0,2.34,30.0
9012,,,14,20.0,2.16,45.0
9013,,,20,75.0,2.82,30.0
9014,,,21,0.0,2.94,30.0
9015,,,26,45.0,2.96,35.0
9016,,,15,-45.0,2.943,20.0
9017,,,64,0.0,9.0,30.0
9018,,,18,-10.0,2.94,20.0
9019,,,20,0.0,2.52,30.0
9020,,,21,25.0,2.73,30.0
9021,,,20,-45.0,3.0,20.0
9022,,,16,35.0,2.76,45.0
9023,,,27,-25.0,2.88,45.0
9024,,,16,45.0,2.22,45.0
9025,,,22,-5.0,3.0,45.0
9026,,,15,-45.0,2.52,20.0
9027,,,22,5.0,2.506,30.0
9028,,,17,-80.0,3.0,35.0
9029,,,21,15.0,2.96,30.0
9030,,,22,-45.0,2.996,15.0
9031,,,20,-70.0,2.88,20.0
9032,,,24,-10.0,2.72,30.0
9033,,,25,0.0,2.94,45.0
9034,,,21,5.0,2.992,15.0
9035,,,20,50.0,2.94,45.0
9036,,,21,5.0,2.96,20.0
9037,,,21,0.0,2.96,15.0
9038,,,22,0.0,3.0,20.0
9039,,,22,-40.0,3.0,35.0
9040,,,13,-30.0,1.84,20.0
9041,,,18,5.0,2.996,30.0
9042,,,35,5.0,6.0,30.0
9043,,,23,-45.0,3.0,25.0
9044,,,27,0.0,3.0,30.0
9045,,,13,85.0,1.52,20.0
9046,,,180,0.0,35.316,10.0
9047,,,20,0.0,2.94,35.0
9048,,,120,30.0,15.6,10.0
9049,,,20,-15.0,2.94,25.0
9050,,,21,40.0,2.94,20.0
9051,,,193,-65.0,27.72,15.0
9052,,,23,85.0,2.94,45.0
9053,,,17,90.0,2.45,30.0
9054,,,18,-85.0,2.996,20.0
9055,,,18,0.0,1.98,45.0
9056,,,31,35.0,3.0,45.0
9057,,,20,-90.0,2.56,20.0
9058,,,21,25.0,2.96,45.0
9059,,,32,0.0,3.888,20.0
9060,,,16,-10.0,1.95,20.0
9061,,,13,-55.0,1.85,20.0
9062,,,24,0.0,2.86,40.0
9063,,,21,90.0,2.8,35.0
9064,,,18,5.0,2.94,45.0
9065,,,23,90.0,2.85,20.0
9066,,,20,30.0,2.76,15.0
9067,,,25,0.0,3.0,25.0
9068,,,18,0.0,2.94,45.0
9069,,,23,-20.0,2.94,15.0
9070,,,20,90.0,2.88,50.0
9071,,,25,10.0,2.925,45.0
9072,,,18,70.0,2.996,35.0
9073,,,22,10.0,3.0,40.0
9074,,,12,45.0,2.04,15.0
9075,,,21,0.0,2.88,50.0
9076,,,17,45.0,2.996,20.0
9077,,,20,30.0,2.94,40.0
9078,,,60,-135.0,9.0,45.0
9079,,,17,-90.0,1.98,20.0
9080,,,20,-10.0,3.0,35.0
9081,,,22,35.0,2.45,25.0
9082,,,23,0.0,2.925,30.0
9083,,,18,0.0,2.52,25.0
9084,,,20,0.0,2.88,20.0
9085,,,21,-25.0,3.08,30.0
9086,,,24,0.0,2.96,35.0
9087,,,21,-15.0,2.96,25.0
9088,,,25,45.0,3.0,45.0
9089,,,15,0.0,2.22,20.0
9090,,,18,0.0,2.996,15.0
9091,,,25,0.0,3.0,20.0
9092,,,56,-15.0,7.8,45.0
9093,,,9,60.0,0.945,30.0
9094,,,22,65.0,3.0,15.0
9095,,,13,-25.0,1.92,35.0
9096,,,29,10.0,3.0,20.0
9097,,,20,-5.0,3.0,35.0
9098,,,20,40.0,2.996,30.0
9099,,,22,0.0,2.96,20.0
9100,,,20,45.0,2.04,30.0
9101,,,16,5.0,2.1,25.0
9102,,,21,-50.0,2.96,20.0
9103,,,21,-45.0,2.96,35.0
9104,,,25,15.0,4.5,5.0
9105,,,24,10.0,3.0,25.0
9106,,,24,0.0,3.0,20.0
9107,,,24,0.0,2.88,20.0
9108,,,20,-15.0,2.94,15.0
9109,,,18,0.0,2.775,45.0
9110,,,22,10.0,2.8,35.0
9111,,,23,60.0,2.996,30.0
9112,,,20,45.0,3.0,20.0
9113,,,25,0.0,2.5,20.0
9114,,,250,0.0,39.15,25.0
9115,,,20,-45.0,2.38,35.0
9116,,,32,0.0,6.0,20.0
9117,,,19,30.0,2.94,35.0
9118,,,19,-45.0,2.625,45.0
9119,,,24,0.0,2.996,45.0
9120,,,21,40.0,2.775,15.0
9121,,,20,0.0,2.6,30.0
9122,,,23,55.0,3.0,10.0
9123,,,20,5.0,2.82,40.0
9124,,,27,-60.0,2.94,35.0
9125,,,16,0.0,2.0,35.0
9126,,,24,-10.0,3.102,40.0
9127,,,21,-20.0,3.0,45.0
9128,,,20,0.0,2.96,35.0
9129,,,20,0.0,2.64,15.0
9130,,,19,10.0,2.775,30.0
9131,,,3,45.0,0.5,40.0
9132,,,24,85.0,2.94,45.0
9133,,,21,45.0,3.08,25.0
9134,,,15,45.0,2.16,20.0
9135,,,20,0.0,3.0,45.0
9136,,,19,55.0,2.94,45.0
9137,,,22,0.0,2.992,15.0
9138,,,24,0.0,2.97,35.0
9139,,,12,-45.0,1.48,45.0
9140,,,20,45.0,2.76,45.0
9141,,,60,0.0,8.575,30.0
9142,,,46,40.0,8.96,20.0
9143,,,16,0.0,3.0,30.0
9144,,,20,45.0,2.7,35.0
9145,,,20,-15.0,2.88,45.0
9146,,,18,0.0,2.72,30.0
9147,,,16,40.0,2.1,30.0
9148,,,20,-30.0,3.0,30.0
9149,,,38,15.0,7.35,50.0
9150,,,21,20.0,2.96,30.0
9151,,,67,30.0,8.775,20.0
9152,,,19,-25.0,2.94,20.0
9153,,,15,45.0,1.96,45.0
9154,,,20,5.0,1.8,15.0
9155,,,20,-20.0,2.96,15.0
9156,,,23,5.0,2.996,35.0
9157,,,17,0.0,2.1,30.0
9158,,,25,65.0,3.0,35.0
9159,,,23,40.0,2.94,20.0
9160,,,15,0.0,2.115,40.0
9161,,,21,-35.0,2.96,35.0
9162,,,23,-15.0,2.94,25.0
9163,,,21,180.0,2.94,15.0
9164,,,22,-45.0,3.04,30.0
9165,,,16,0.0,3.0,20.0
9166,,,21,0.0,2.8,35.0
9167,,,25,0.0,3.0,15.0
9168,,,18,70.0,2.85,20.0
9169,,,26,-30.0,2.925,55.0
9170,,,20,45.0,2.8,25.0
9171,,,27,30.0,3.52,25.0
9172,,,18,70.0,2.996,45.0
9173,,,23,-15.0,2.96,45.0
9174,,,16,-110.0,2.08,45.0
9175,,,18,5.0,3.0,30.0
9176,,,23,0.0,2.96,45.0
9177,,,30,0.0,3.12,25.0
9178,,,24,45.0,2.96,25.0
9179,,,18,0.0,2.996,20.0
9180,,,20,-35.0,3.0,35.0
9181,,,23,40.0,2.94,20.0
9182,,,20,-30.0,2.96,30.0
9183,,,33,45.0,6.5,40.0
9184,,,9,-5.0,1.575,45.0
9185,,,23,90.0,2.94,30.0
9186,,,21,5.0,2.96,25.0
9187,,,20,0.0,2.996,20.0
9188,,,20,-5.0,3.885,30.0
9189,,,21,-30.0,2.912,40.0
9190,,,25,90.0,2.8,30.0
9191,,,21,15.0,2.96,25.0
9192,,,22,0.0,3.0,10.0
9193,,,24,-25.0,2.94,35.0
9194,,,24,-70.0,2.52,15.0
9195,,,120,90.0,18.404,35.0
9196,,,21,40.0,2.992,30.0
9197,,,15,-125.0,2.22,30.0
9198,,,24,75.0,3.0,20.0
9199,,,108,5.0,15.48,35.0
9200,,,20,180.0,3.0,40.0
9201,,,21,0.0,2.94,30.0
9202,,,23,0.0,2.88,35.0
9203,,,22,-80.0,3.0,20.0
9204,,,20,0.0,2.96,45.0
9205,,,10,-15.0,1.8,40.0
9206,,,25,20.0,2.96,20.0
9207,,,14,-40.0,2.7,30.0
9208,,,18,0.0,2.64,15.0
9209,,,21,40.0,3.0,15.0
9210,,,25,0.0,2.94,20.0
9211,,,23,0.0,2.94,35.0
9212,,,21,20.0,2.88,30.0
9213,,,23,-5.0,2.97,45.0
9214,,,22,-30.0,3.0,35.0
9215,,,20,-15.0,3.0,45.0
9216,,,89,0.0,12.0,35.0
9217,,,21,0.0,3.52,30.0
9218,,,24,0.0,3.0,15.0
9219,,,12,-90.0,1.62,45.0
9220,,,4,-100.0,0.64,35.0
9221,,,23,-35.0,2.94,35.0
9222,,,23,-60.0,2.97,20.0
9223,,,23,-20.0,2.996,30.0
9224,,,23,-30.0,2.996,30.0
9225,,,23,10.0,3.0,45.0
9226,,,23,-20.0,2.52,20.0
9227,,,12,0.0,1.85,45.0
9228,,,25,-20.0,2.88,45.0
9229,,,23,-45.0,2.94,20.0
9230,,,16,-5.0,2.88,20.0
9231,,,13,-15.0,1.632,35.0
9232,,,21,-40.0,2.96,20.0
9233,,,19,-90.0,2.94,20.0
9234,,,23,0.0,2.97,45.0
9235,,,34,0.0,6.0,30.0
9236,,,18,-10.0,2.16,40.0
9237,,,18,45.0,2.996,25.0
9238,,,15,-90.0,2.34,20.0
9239,,,20,-15.0,2.94,25.0
9240,,,38,-45.0,5.0,35.0
9241,,,20,30.0,2.88,45.0
9242,,,26,-90.0,2.96,30.0
9243,,,11,0.0,1.68,20.0
9244,,,20,45.0,2.52,25.0
9245,,,23,0.0,3.12,20.0
9246,,,23,10.0,2.56,40.0
9247,,,21,40.0,2.96,35.0
9248,,,23,-5.0,2.85,30.0
9249,,,21,-60.0,2.96,20.0
9250,,,15,-60.0,1.98,15.0
9251,,,27,85.0,2.97,20.0
9252,,,18,-45.0,2.996,45.0
9253,,,23,0.0,2.975,25.0
9254,,,21,90.0,2.96,20.0
9255,,,24,90.0,2.88,25.0
9256,,,23,0.0,2.96,45.0
9257,,,5,45.0,0.795,35.0
9258,,,16,-5.0,3.0,20.0
9259,,,20,-10.0,2.7,20.0
9260,,,30,0.0,2.96,45.0
9261,,,28,-20.0,2.88,30.0
9262,,,20,5.0,2.94,20.0
9263,,,26,30.0,2.925,20.0
9264,,,17,-150.0,3.0,35.0
9265,,,20,15.0,3.0,40.0
9266,,,16,45.0,2.22,35.0
9267,,,18,0.0,2.996,30.0
9268,,,30,0.0,2.88,20.0
9269,,,20,-20.0,2.96,10.0
9270,,,21,25.0,2.996,20.0
9271,,,20,-15.0,3.0,20.0
9272,,,19,10.0,3.0,20.0
9273,,,15,-20.0,1.76,20.0
9274,,,22,0.0,2.96,20.0
9275,,,18,0.0,2.4,30.0
9276,,,758,20.0,106.455,15.0
9277,,,25,-5.0,3.36,30.0
9278,,,21,180.0,2.8,35.0
9279,,,27,0.0,3.0,60.0
9280,,,23,40.0,2.94,20.0
9281,,,22,45.0,2.87,30.0
9282,,,177,-5.0,23.495,15.0
9283,,,22,30.0,3.0,40.0
9284,,,20,-45.0,2.88,30.0
