,latitude,longitude,surface,azim,kWp,tilt
13604,,,21,-90.0,2.94,40.0
13605,,,23,-30.0,3.0,45.0
13606,,,23,-50.0,3.04,45.0
13607,,,31,45.0,3.85,10.0
13608,,,23,10.0,2.97,30.0
13609,,,22,5.0,2.96,20.0
13610,,,17,-45.0,2.996,55.0
13611,,,23,90.0,2.88,30.0
13612,,,46,10.0,6.72,35.0
13613,,,22,-70.0,2.94,15.0
13614,,,19,30.0,2.94,20.0
13615,,,23,-5.0,2.97,30.0
13616,,,18,45.0,2.94,15.0
13617,,,21,10.0,2.8,35.0
13618,,,19,10.0,2.7,20.0
13619,,,18,-45.0,2.94,35.0
13620,,,22,-30.0,2.94,40.0
13621,,,18,45.0,3.0,20.0
13622,,,21,0.0,2.96,25.0
13623,,,21,20.0,3.0,45.0
13624,,,15,40.0,2.22,25.0
13625,,,22,15.0,2.85,20.0
13626,,,21,80.0,2.96,25.0
13627,,,955,90.0,102.25,10.0
13628,,,179,-45.0,22.08,45.0
13629,,,16,0.0,3.0,45.0
13630,,,21,45.0,2.96,45.0
13631,,,23,60.0,2.775,30.0
13632,,,18,-75.0,2.996,20.0
13633,,,21,-70.0,2.94,20.0
13634,,,23,-15.0,2.94,15.0
13635,,,30,-35.0,2.996,20.0
13636,,,24,120.0,2.85,50.0
13637,,,26,35.0,3.36,25.0
13638,,,21,30.0,2.97,20.0
13639,,,21,0.0,2.996,45.0
13640,,,20,-5.0,2.88,45.0
13641,,,22,0.0,3.0,30.0
13642,,,20,35.0,2.996,40.0
13643,,,30,0.0,2.97,20.0
13644,,,18,45.0,3.0,15.0
13645,,,24,-45.0,3.225,35.0
13646,,,21,-40.0,2.96,35.0
13647,,,20,60.0,2.58,45.0
13648,,,25,-40.0,4.8,25.0
13649,,,14,45.0,2.22,30.0
13650,,,47,-10.0,6.12,25.0
13651,,,21,40.0,2.928,45.0
13652,,,30,45.0,3.68,35.0
13653,,,20,-45.0,2.96,40.0
13654,,,32,-10.0,2.88,25.0
13655,,,885,10.0,129.12,20.0
13656,,,24,-90.0,2.88,30.0
13657,,,17,30.0,2.405,45.0
13658,,,39,-45.0,6.0,30.0
13659,,,28,-95.0,3.5,20.0
13660,,,22,60.0,2.96,30.0
13661,,,35,0.0,5.5,15.0
13662,,,30,20.0,3.0,45.0
13663,,,24,0.0,3.12,25.0
13664,,,18,-55.0,2.996,45.0
13665,,,16,0.0,2.52,20.0
13666,,,23,0.0,2.992,30.0
13667,,,20,5.0,2.8,45.0
13668,,,20,5.0,2.94,40.0
13669,,,23,0.0,2.94,45.0
13670,,,22,0.0,2.94,40.0
13671,,,24,-15.0,2.992,20.0
13672,,,16,-45.0,2.996,35.0
13673,,,26,-15.0,2.96,30.0
13674,,,20,-30.0,2.94,20.0
13675,,,22,-5.0,3.0,35.0
13676,,,26,0.0,3.04,15.0
13677,,,18,5.0,3.0,35.0
13678,,,30,-5.0,3.2,40.0
13679,,,24,-40.0,2.94,20.0
13680,,,22,60.0,3.0,40.0
13681,,,15,45.0,2.88,25.0
13682,,,8,45.0,1.05,45.0
13683,,,16,0.0,2.2,45.0
13684,,,52,-25.0,7.2,35.0
13685,,,20,45.0,3.0,45.0
13686,,,21,30.0,2.96,35.0
13687,,,23,60.0,2.94,20.0
13688,,,60,20.0,8.64,20.0
13689,,,16,0.0,2.1,45.0
13690,,,17,0.0,2.2,20.0
13691,,,26,120.0,4.0,20.0
13692,,,23,160.0,2.97,30.0
13693,,,20,-15.0,3.0,25.0
13694,,,9,0.0,1.44,15.0
13695,,,20,0.0,2.88,30.0
13696,,,20,10.0,2.8,25.0
13697,,,26,-5.0,2.925,35.0
13698,,,20,45.0,2.64,20.0
13699,,,23,45.0,2.96,30.0
13700,,,60,0.0,6.66,30.0
13701,,,16,90.0,2.5,35.0
13702,,,19,-20.0,2.625,20.0
13703,,,18,-35.0,2.996,35.0
13704,,,22,-15.0,2.97,25.0
13705,,,21,10.0,2.96,15.0
13706,,,37,-20.0,5.2,30.0
13707,,,24,75.0,3.0,40.0
13708,,,21,40.0,2.96,35.0
13709,,,21,0.0,2.88,20.0
13710,,,13,0.0,1.48,30.0
13711,,,21,-15.0,2.99,40.0
13712,,,18,90.0,2.31,45.0
13713,,,22,15.0,3.0,25.0
13714,,,21,0.0,2.96,25.0
13715,,,45,-20.0,5.886,15.0
13716,,,12,0.0,1.5,15.0
13717,,,22,0.0,3.0,20.0
13718,,,24,0.0,3.36,30.0
13719,,,23,0.0,2.996,20.0
13720,,,23,45.0,2.96,20.0
13721,,,21,0.0,2.94,15.0
13722,,,21,35.0,2.88,20.0
13723,,,15,-40.0,2.52,25.0
13724,,,20,-15.0,2.8,25.0
13725,,,24,50.0,3.0,25.0
13726,,,16,5.0,2.5,30.0
13727,,,23,-5.0,2.996,25.0
13728,,,20,0.0,2.996,30.0
13729,,,15,-90.0,2.0,20.0
13730,,,18,30.0,2.94,45.0
13731,,,24,-10.0,2.96,25.0
13732,,,21,0.0,2.8,15.0
13733,,,24,-45.0,2.88,25.0
13734,,,20,0.0,2.64,15.0
13735,,,20,85.0,3.0,20.0
13736,,,18,160.0,2.16,15.0
13737,,,21,0.0,2.96,20.0
13738,,,19,15.0,2.996,15.0
13739,,,21,10.0,3.12,45.0
13740,,,23,-50.0,2.94,20.0
13741,,,22,10.0,2.97,25.0
13742,,,17,60.0,2.94,15.0
13743,,,24,-5.0,2.97,45.0
13744,,,23,50.0,3.0,20.0
13745,,,20,90.0,2.72,35.0
13746,,,36,60.0,5.16,15.0
13747,,,20,-10.0,2.96,40.0
13748,,,28,0.0,2.96,20.0
13749,,,20,-45.0,2.82,45.0
13750,,,20,30.0,3.135,35.0
13751,,,23,10.0,2.94,20.0
13752,,,24,30.0,3.22,20.0
13753,,,15,55.0,2.22,15.0
13754,,,23,-45.0,2.94,25.0
13755,,,23,-45.0,3.0,40.0
13756,,,20,20.0,2.76,40.0
13757,,,16,0.0,2.76,20.0
13758,,,13,-90.0,1.96,35.0
13759,,,20,0.0,2.96,15.0
13760,,,21,0.0,2.94,20.0
13761,,,15,-60.0,2.943,25.0
13762,,,15,0.0,2.94,20.0
13763,,,16,-45.0,2.88,20.0
13764,,,18,90.0,2.996,30.0
13765,,,24,55.0,3.366,45.0
13766,,,17,-40.0,2.88,20.0
13767,,,23,0.0,2.94,20.0
13768,,,18,-90.0,2.59,25.0
13769,,,300,-5.0,36.0,30.0
13770,,,20,20.0,2.8,30.0
13771,,,16,-45.0,2.16,45.0
13772,,,21,0.0,3.0,20.0
13773,,,22,-30.0,2.88,20.0
13774,,,18,50.0,2.94,45.0
13775,,,21,5.0,2.85,35.0
13776,,,28,-95.0,3.0,20.0
13777,,,21,0.0,2.88,15.0
13778,,,57,-135.0,9.5,20.0
13779,,,18,-35.0,2.38,30.0
13780,,,24,50.0,2.996,20.0
13781,,,22,45.0,3.0,20.0
13782,,,25,-45.0,2.94,30.0
13783,,,16,0.0,3.0,35.0
13784,,,21,50.0,2.56,45.0
13785,,,22,0.0,3.0,20.0
13786,,,24,0.0,3.2,15.0
13787,,,38,-90.0,5.0,30.0
13788,,,16,45.0,1.6,35.0
13789,,,22,-15.0,2.8,40.0
13790,,,15,-20.0,2.1,20.0
13791,,,22,20.0,2.88,40.0
13792,,,18,0.0,2.996,20.0
13793,,,18,-20.0,2.94,20.0
13794,,,24,0.0,2.988,20.0
13795,,,21,45.0,2.94,45.0
13796,,,22,-10.0,2.97,25.0
13797,,,21,-90.0,2.99,45.0
13798,,,16,15.0,2.52,45.0
13799,,,22,-5.0,3.12,20.0
13800,,,17,-40.0,3.0,15.0
13801,,,25,-75.0,2.94,15.0
13802,,,21,-90.0,2.94,40.0
13803,,,21,60.0,2.96,10.0
13804,,,20,-5.0,2.96,35.0
13805,,,24,0.0,2.94,35.0
13806,,,17,0.0,2.88,40.0
13807,,,20,-5.0,2.96,35.0
13808,,,60,0.0,9.18,15.0
13809,,,21,45.0,2.96,15.0
13810,,,51,-5.0,6.48,25.0
13811,,,23,-90.0,3.33,30.0
13812,,,18,45.0,2.996,35.0
13813,,,21,-10.0,1.98,25.0
13814,,,23,45.0,2.996,30.0
13815,,,20,-5.0,2.56,20.0
13816,,,25,5.0,3.0,15.0
13817,,,15,-30.0,2.22,35.0
13818,,,17,-85.0,3.0,30.0
13819,,,21,55.0,2.94,35.0
13820,,,15,80.0,2.16,45.0
13821,,,154,30.0,21.16,30.0
13822,,,22,10.0,2.99,45.0
13823,,,750,45.0,100.0,15.0
13824,,,23,0.0,2.996,20.0
13825,,,20,10.0,2.96,35.0
13826,,,760,0.0,100.8,30.0
13827,,,20,-20.0,2.84,20.0
13828,,,60,-75.0,9.0,40.0
13829,,,25,35.0,3.0,45.0
13830,,,21,-90.0,2.94,15.0
13831,,,24,30.0,2.97,45.0
13832,,,26,-45.0,3.885,35.0
13833,,,23,0.0,4.2,30.0
13834,,,19,50.0,2.94,30.0
13835,,,21,5.0,3.0,30.0
13836,,,15,45.0,2.5,15.0
13837,,,23,90.0,2.94,20.0
13838,,,22,-25.0,2.96,45.0
13839,,,27,0.0,2.52,10.0
13840,,,29,-90.0,2.96,20.0
13841,,,18,90.0,2.996,15.0
13842,,,20,-45.0,2.84,15.0
13843,,,22,30.0,2.992,25.0
13844,,,22,0.0,2.97,20.0
13845,,,28,-20.0,3.0,35.0
13846,,,24,45.0,2.96,35.0
13847,,,42,30.0,5.236,35.0
13848,,,19,-45.0,2.59,15.0
13849,,,21,45.0,2.7,15.0
13850,,,20,-5.0,2.8,30.0
13851,,,20,-10.0,2.94,20.0
13852,,,19,-45.0,2.625,15.0
13853,,,20,45.0,2.96,35.0
13854,,,13,-95.0,1.62,20.0
13855,,,21,80.0,2.96,25.0
13856,,,22,20.0,2.96,20.0
13857,,,22,-5.0,2.88,20.0
13858,,,25,40.0,3.33,30.0
13859,,,14,-25.0,1.935,30.0
13860,,,19,-90.0,2.88,30.0
13861,,,22,75.0,2.99,15.0
13862,,,18,-80.0,2.996,20.0
13863,,,20,-85.0,2.88,15.0
13864,,,23,0.0,2.96,30.0
13865,,,18,40.0,2.94,35.0
13866,,,24,45.0,2.97,25.0
13867,,,20,0.0,2.5,15.0
13868,,,24,-30.0,3.0,55.0
13869,,,21,-30.0,2.72,20.0
13870,,,18,-90.0,2.94,20.0
13871,,,10,-45.0,1.56,20.0
13872,,,20,-45.0,2.97,35.0
13873,,,20,40.0,2.88,15.0
13874,,,22,15.0,2.94,15.0
13875,,,40,45.0,4.77,35.0
13876,,,25,-30.0,2.975,35.0
13877,,,20,-45.0,2.96,35.0
13878,,,232,-20.0,31.86,30.0
13879,,,24,80.0,2.94,20.0
13880,,,23,20.0,3.04,35.0
13881,,,23,20.0,2.94,20.0
13882,,,19,-45.0,3.0,30.0
13883,,,21,65.0,2.88,25.0
13884,,,60,-35.0,8.64,30.0
13885,,,17,-10.0,2.88,20.0
13886,,,17,0.0,3.0,20.0
13887,,,23,10.0,3.0,45.0
13888,,,22,20.0,2.97,40.0
13889,,,17,90.0,2.94,15.0
13890,,,21,10.0,2.94,20.0
13891,,,24,0.0,3.0,20.0
13892,,,19,60.0,3.0,20.0
13893,,,20,-5.0,2.82,45.0
13894,,,27,40.0,2.96,45.0
13895,,,25,45.0,2.94,20.0
13896,,,21,30.0,2.94,20.0
13897,,,40,-15.0,6.0,35.0
13898,,,48,0.0,7.2,45.0
13899,,,20,0.0,3.0,15.0
13900,,,22,0.0,3.045,20.0
13901,,,24,0.0,2.24,40.0
13902,,,60,-45.0,6.66,35.0
13903,,,20,20.0,2.96,45.0
13904,,,20,0.0,2.94,40.0
13905,,,20,5.0,3.0,25.0
13906,,,16,0.0,3.0,20.0
13907,,,18,-45.0,2.22,20.0
13908,,,24,15.0,3.0,20.0
13909,,,21,45.0,2.8,25.0
13910,,,20,0.0,2.8,30.0
13911,,,20,-20.0,2.88,20.0
13912,,,21,45.0,2.8,30.0
13913,,,23,0.0,2.97,35.0
13914,,,20,30.0,2.76,15.0
13915,,,20,-10.0,2.86,30.0
13916,,,18,-45.0,2.996,30.0
13917,,,30,20.0,4.5,20.0
13918,,,24,10.0,3.0,15.0
13919,,,19,-65.0,2.94,20.0
13920,,,13,45.0,2.1,20.0
13921,,,27,20.0,2.97,15.0
13922,,,21,-45.0,2.94,15.0
13923,,,20,90.0,2.8,15.0
13924,,,22,-5.0,2.925,35.0
13925,,,28,90.0,2.72,20.0
13926,,,9,0.0,0.99,15.0
13927,,,20,-30.0,2.96,45.0
13928,,,18,-45.0,2.996,30.0
13929,,,16,-10.0,2.96,35.0
13930,,,18,0.0,2.94,30.0
13931,,,18,-45.0,2.25,15.0
13932,,,18,-45.0,2.996,10.0
13933,,,20,0.0,2.72,45.0
13934,,,20,0.0,2.94,25.0
13935,,,21,140.0,2.96,20.0
13936,,,40,-90.0,5.88,35.0
13937,,,19,5.0,2.34,10.0
13938,,,26,40.0,3.0,40.0
13939,,,34,20.0,3.0,15.0
13940,,,22,-20.0,3.0,45.0
13941,,,3,-45.0,0.58,10.0
13942,,,20,-95.0,3.06,30.0
13943,,,22,0.0,2.85,20.0
13944,,,19,-20.0,2.82,20.0
13945,,,23,0.0,3.075,30.0
13946,,,20,0.0,2.94,15.0
13947,,,18,-10.0,2.94,45.0
13948,,,22,180.0,2.8,30.0
13949,,,17,-120.0,1.98,40.0
13950,,,40,0.0,6.0,45.0
13951,,,22,-60.0,2.94,30.0
13952,,,18,0.0,2.996,45.0
13953,,,21,80.0,2.88,20.0
13954,,,16,0.0,2.94,35.0
13955,,,29,-70.0,3.0,25.0
13956,,,24,40.0,3.0,50.0
13957,,,30,40.0,2.96,35.0
13958,,,21,0.0,2.8,45.0
13959,,,22,-90.0,2.66,15.0
13960,,,20,-90.0,2.94,10.0
13961,,,45,-45.0,6.37,30.0
13962,,,21,-45.0,2.8,35.0
13963,,,23,5.0,3.0,20.0
13964,,,30,0.0,5.0,35.0
13965,,,21,0.0,2.1,20.0
13966,,,20,10.0,2.88,35.0
13967,,,15,-35.0,2.1,15.0
13968,,,25,5.0,3.0,20.0
13969,,,23,-45.0,2.94,20.0
13970,,,21,0.0,1.92,20.0
13971,,,20,-5.0,2.96,35.0
13972,,,21,-45.0,2.8,10.0
13973,,,58,45.0,8.84,15.0
13974,,,24,0.0,2.8,15.0
13975,,,18,-10.0,2.94,25.0
13976,,,21,0.0,2.88,30.0
13977,,,21,45.0,2.64,35.0
13978,,,19,45.0,2.4,20.0
13979,,,21,10.0,2.88,30.0
13980,,,20,30.0,2.88,20.0
13981,,,20,75.0,2.64,20.0
13982,,,21,-45.0,2.86,40.0
13983,,,12,-30.0,2.14,20.0
13984,,,20,-45.0,2.72,30.0
13985,,,25,35.0,3.0,35.0
13986,,,16,-45.0,2.16,35.0
13987,,,21,-10.0,2.66,35.0
13988,,,23,40.0,2.925,20.0
13989,,,21,45.0,2.94,20.0
13990,,,24,-45.0,3.0,15.0
13991,,,16,-75.0,1.875,50.0
13992,,,20,-5.0,3.0,20.0
13993,,,20,0.0,3.0,35.0
13994,,,16,0.0,2.25,0.0
13995,,,18,0.0,2.996,20.0
13996,,,12,90.0,1.665,20.0
13997,,,22,0.0,2.992,45.0
13998,,,30,20.0,5.13,20.0
13999,,,24,-100.0,2.94,20.0
14000,,,17,-45.0,1.48,25.0
14001,,,23,20.0,2.94,20.0
14002,,,16,30.0,2.568,45.0
14003,,,20,-20.0,2.85,45.0
14004,,,18,-80.0,2.996,20.0
14005,,,16,-5.0,2.0,20.0
14006,,,14,45.0,1.8,45.0
14007,,,31,0.0,4.6,30.0
14008,,,24,-5.0,3.0,30.0
14009,,,16,10.0,2.925,30.0
14010,,,24,20.0,2.94,20.0
14011,,,22,25.0,2.94,45.0
14012,,,24,-25.0,3.0,20.0
14013,,,83,0.0,10.8,40.0
14014,,,60,10.0,9.0,15.0
14015,,,17,-45.0,3.0,15.0
14016,,,18,40.0,2.94,45.0
14017,,,46,40.0,8.96,20.0
14018,,,26,0.0,3.0,35.0
14019,,,800,-165.0,140.64,15.0
14020,,,18,-10.0,2.565,25.0
14021,,,22,-10.0,2.96,20.0
14022,,,66,0.0,9.0,30.0
14023,,,24,-20.0,2.996,30.0
14024,,,20,-90.0,2.8,25.0
14025,,,15,0.0,2.568,30.0
14026,,,20,-20.0,3.0,30.0
14027,,,13,-20.0,2.48,20.0
14028,,,314,-5.0,39.6,25.0
14029,,,18,75.0,2.996,40.0
14030,,,20,-60.0,3.0,20.0
14031,,,15,-60.0,2.1,25.0
14032,,,15,0.0,2.04,35.0
14033,,,13,-25.0,1.75,45.0
14034,,,33,-90.0,4.5,15.0
14035,,,16,0.0,2.4,30.0
14036,,,21,0.0,3.0,45.0
14037,,,22,40.0,2.72,40.0
14038,,,17,0.0,2.782,45.0
14039,,,60,0.0,8.0,20.0
14040,,,16,-45.0,2.8,20.0
14041,,,18,35.0,2.94,45.0
14042,,,17,0.0,3.01,40.0
14043,,,23,-5.0,2.8,20.0
14044,,,22,45.0,3.0,40.0
14045,,,20,35.0,2.94,20.0
14046,,,18,0.0,2.52,15.0
14047,,,22,-10.0,3.0,20.0
14048,,,20,0.0,2.925,15.0
14049,,,21,-15.0,2.96,45.0
14050,,,934,0.0,173.1,20.0
14051,,,18,10.0,2.996,35.0
14052,,,50,-30.0,5.46,15.0
14053,,,25,0.0,3.0,35.0
14054,,,23,60.0,2.16,25.0
14055,,,21,-5.0,2.8,15.0
14056,,,18,-25.0,2.996,20.0
14057,,,23,90.0,2.996,40.0
14058,,,20,-40.0,2.88,15.0
14059,,,24,55.0,3.0,20.0
14060,,,18,-60.0,2.94,30.0
14061,,,24,-50.0,2.97,30.0
14062,,,24,-80.0,2.196,30.0
14063,,,17,-45.0,2.2,20.0
14064,,,24,0.0,2.94,20.0
14065,,,20,30.0,3.6,15.0
14066,,,17,90.0,2.7,15.0
14067,,,22,60.0,2.992,20.0
14068,,,23,-10.0,3.0,45.0
14069,,,22,35.0,3.0,25.0
14070,,,20,-45.0,2.86,20.0
14071,,,60,0.0,7.425,30.0
14072,,,48,20.0,6.3,35.0
14073,,,20,15.0,3.0,20.0
14074,,,21,-5.0,2.8,15.0
14075,,,20,0.0,2.76,45.0
14076,,,18,35.0,3.0,30.0
14077,,,22,-5.0,3.0,40.0
14078,,,23,10.0,2.97,45.0
14079,,,27,5.0,2.88,20.0
14080,,,20,-35.0,3.0,40.0
14081,,,20,10.0,2.94,20.0
14082,,,18,35.0,2.704,20.0
14083,,,24,60.0,2.94,45.0
14084,,,18,-5.0,2.34,30.0
14085,,,22,10.0,3.0,15.0
14086,,,18,0.0,2.46,0.0
14087,,,18,-30.0,2.94,40.0
14088,,,20,-45.0,2.96,25.0
14089,,,17,-50.0,3.0,15.0
14090,,,21,0.0,2.96,30.0
14091,,,23,-80.0,2.96,35.0
14092,,,37,-45.0,3.4,20.0
14093,,,23,75.0,3.0,40.0
14094,,,21,30.0,2.94,20.0
14095,,,21,20.0,2.76,45.0
14096,,,111,0.0,11.1,30.0
14097,,,24,-30.0,2.996,20.0
14098,,,24,-90.0,2.94,25.0
14099,,,24,-45.0,2.94,45.0
14100,,,36,30.0,5.76,20.0
14101,,,20,-10.0,3.0,15.0
14102,,,22,0.0,3.0,25.0
14103,,,21,-60.0,2.96,25.0
14104,,,20,-55.0,2.94,20.0
14105,,,22,5.0,2.94,15.0
14106,,,21,-75.0,2.8,20.0
14107,,,21,-50.0,2.72,20.0
14108,,,15,-10.0,2.85,45.0
14109,,,540,0.0,74.25,10.0
14110,,,69,0.0,9.66,25.0
14111,,,23,40.0,2.96,35.0
14112,,,32,0.0,6.0,40.0
14113,,,20,45.0,2.88,20.0
14114,,,17,-70.0,3.0,20.0
14115,,,20,-20.0,2.88,30.0
14116,,,22,-10.0,3.15,40.0
14117,,,20,45.0,2.88,45.0
14118,,,18,-5.0,2.52,15.0
14119,,,55,45.0,8.745,45.0
14120,,,15,-10.0,2.08,25.0
14121,,,20,-65.0,2.88,20.0
14122,,,23,-40.0,3.0,30.0
14123,,,20,0.0,3.15,30.0
14124,,,24,0.0,2.94,45.0
14125,,,21,-45.0,2.96,35.0
14126,,,24,0.0,3.5,45.0
14127,,,22,-170.0,2.96,35.0
14128,,,24,115.0,3.0,25.0
14129,,,10,0.0,1.8,25.0
14130,,,17,-20.0,2.1,35.0
14131,,,18,85.0,2.52,15.0
14132,,,23,0.0,2.16,15.0
14133,,,23,0.0,3.0,40.0
14134,,,22,-65.0,3.0,15.0
14135,,,14,45.0,2.22,30.0
14136,,,19,0.0,3.0,15.0
14137,,,35,-30.0,4.875,15.0
14138,,,22,-75.0,2.96,15.0
14139,,,230,0.0,31.5,20.0
14140,,,18,-40.0,2.996,25.0
14141,,,24,30.0,2.97,20.0
14142,,,21,-90.0,2.96,20.0
14143,,,17,-15.0,2.46,30.0
14144,,,13,80.0,2.4,25.0
14145,,,17,10.0,2.6,20.0
14146,,,32,45.0,4.8,10.0
14147,,,21,-115.0,2.96,20.0
14148,,,24,0.0,2.94,25.0
14149,,,20,30.0,2.88,40.0
14150,,,24,70.0,2.97,20.0
14151,,,23,-50.0,2.94,20.0
14152,,,20,-5.0,2.97,45.0
14153,,,20,40.0,2.996,45.0
14154,,,217,-10.0,30.24,20.0
14155,,,23,30.0,3.0,35.0
14156,,,17,-90.0,2.4,45.0
14157,,,45,15.0,7.5,45.0
14158,,,18,0.0,2.996,40.0
14159,,,17,30.0,2.88,20.0
14160,,,10,-175.0,1.128,10.0
14161,,,21,25.0,2.96,30.0
14162,,,26,0.0,4.48,35.0
14163,,,56,0.0,8.97,25.0
14164,,,21,20.0,3.0,15.0
14165,,,24,0.0,2.94,45.0
14166,,,18,0.0,2.996,25.0
14167,,,15,20.0,2.1,30.0
14168,,,23,45.0,2.97,30.0
14169,,,21,5.0,2.96,30.0
14170,,,23,0.0,2.996,20.0
14171,,,17,-45.0,2.0,45.0
14172,,,106,0.0,14.43,60.0
14173,,,23,25.0,2.94,35.0
14174,,,18,70.0,2.996,40.0
14175,,,17,40.0,2.996,20.0
14176,,,22,40.0,3.0,20.0
14177,,,23,50.0,3.12,45.0
14178,,,23,-50.0,2.96,35.0
14179,,,24,-90.0,2.996,15.0
14180,,,21,0.0,2.96,35.0
14181,,,22,0.0,3.0,45.0
14182,,,25,-15.0,2.996,45.0
14183,,,15,20.0,2.88,45.0
14184,,,25,-10.0,3.06,25.0
14185,,,22,45.0,2.8,35.0
14186,,,23,100.0,3.0,35.0
14187,,,20,-20.0,2.94,25.0
14188,,,18,-80.0,2.996,40.0
14189,,,18,-15.0,3.0,25.0
14190,,,25,25.0,3.0,25.0
14191,,,21,0.0,3.01,20.0
14192,,,23,-10.0,3.0,35.0
14193,,,20,-80.0,2.96,35.0
14194,,,23,45.0,3.0,20.0
14195,,,23,45.0,2.88,35.0
14196,,,20,-90.0,2.22,30.0
14197,,,24,90.0,3.0,25.0
14198,,,40,0.0,6.0,45.0
14199,,,18,0.0,2.94,35.0
14200,,,21,0.0,2.94,45.0
14201,,,25,0.0,3.675,15.0
14202,,,23,-5.0,2.97,35.0
14203,,,18,-45.0,2.17,15.0
14204,,,22,-30.0,2.94,20.0
14205,,,17,-45.0,3.0,45.0
14206,,,17,0.0,3.0,15.0
14207,,,18,-85.0,2.996,35.0
14208,,,18,45.0,2.94,20.0
14209,,,23,10.0,2.96,30.0
14210,,,24,-45.0,3.0,25.0
14211,,,25,0.0,3.0,20.0
14212,,,20,0.0,2.8,25.0
14213,,,23,0.0,2.99,35.0
14214,,,17,0.0,1.9,15.0
14215,,,27,0.0,3.12,30.0
14216,,,20,0.0,2.8,30.0
14217,,,173,0.0,25.41,45.0
14218,,,24,160.0,2.568,20.0
14219,,,25,-45.0,3.0,20.0
14220,,,21,20.0,2.72,20.0
14221,,,60,90.0,8.82,35.0
14222,,,20,5.0,2.996,15.0
14223,,,21,15.0,2.8,30.0
14224,,,16,-5.0,1.98,30.0
14225,,,15,45.0,2.22,35.0
14226,,,20,-40.0,2.244,35.0
14227,,,110,0.0,19.26,45.0
14228,,,20,-60.0,2.94,30.0
14229,,,54,0.0,8.48,10.0
14230,,,22,5.0,2.992,45.0
14231,,,20,-5.0,2.8,30.0
14232,,,21,-5.0,2.8,35.0
14233,,,24,-5.0,2.94,45.0
14234,,,21,45.0,2.88,20.0
14235,,,18,0.0,2.996,30.0
14236,,,20,0.0,2.964,30.0
14237,,,23,-40.0,2.992,50.0
14238,,,40,30.0,6.0,25.0
14239,,,16,10.0,2.1,15.0
14240,,,16,-65.0,2.52,20.0
14241,,,24,-90.0,2.97,20.0
14242,,,25,-40.0,2.82,45.0
14243,,,33,-90.0,5.3,40.0
14244,,,22,5.0,2.88,15.0
14245,,,25,-5.0,2.664,35.0
14246,,,20,0.0,3.0,15.0
14247,,,21,0.0,2.835,20.0
14248,,,20,75.0,2.96,30.0
14249,,,22,0.0,2.96,30.0
14250,,,20,-5.0,2.96,15.0
14251,,,60,-55.0,9.0,60.0
14252,,,32,-45.0,4.5,30.0
14253,,,20,-20.0,2.52,30.0
14254,,,23,-85.0,2.94,20.0
14255,,,20,-30.0,2.96,45.0
14256,,,18,60.0,2.996,15.0
14257,,,20,0.0,2.76,20.0
14258,,,38,0.0,6.0,20.0
14259,,,218,45.0,29.25,10.0
14260,,,750,15.0,105.8,15.0
14261,,,22,0.0,2.8,25.0
14262,,,21,0.0,2.244,45.0
14263,,,20,60.0,2.94,35.0
14264,,,20,80.0,2.96,35.0
14265,,,21,20.0,3.0,30.0
14266,,,62,5.0,9.0,30.0
14267,,,22,-5.0,2.8,45.0
14268,,,23,5.0,2.96,20.0
14269,,,30,0.0,3.0,45.0
14270,,,20,45.0,2.8,30.0
14271,,,19,-20.0,2.97,40.0
14272,,,19,-10.0,3.0,20.0
14273,,,18,-30.0,2.94,15.0
14274,,,20,10.0,3.44,20.0
14275,,,20,-25.0,2.775,45.0
14276,,,21,0.0,2.96,35.0
14277,,,24,10.0,3.0,40.0
14278,,,19,5.0,2.94,15.0
14279,,,161,-30.0,20.868,45.0
14280,,,16,-25.0,2.22,45.0
14281,,,24,45.0,3.29,15.0
14282,,,22,-15.0,3.0,40.0
14283,,,21,10.0,2.94,20.0
14284,,,24,45.0,2.94,40.0
14285,,,23,-50.0,2.94,30.0
14286,,,20,-20.0,2.88,15.0
14287,,,22,80.0,2.96,35.0
14288,,,23,0.0,3.68,45.0
14289,,,21,-15.0,3.0,20.0
14290,,,23,0.0,2.94,20.0
14291,,,3,0.0,0.54,35.0
14292,,,18,35.0,2.45,15.0
14293,,,22,-45.0,2.96,20.0
14294,,,13,-45.0,2.4,20.0
14295,,,20,-30.0,2.96,30.0
14296,,,21,-80.0,2.8,20.0
14297,,,34,35.0,6.3,20.0
14298,,,21,35.0,2.8,15.0
14299,,,24,80.0,2.52,25.0
14300,,,29,40.0,3.0,25.0
14301,,,20,10.0,2.96,35.0
14302,,,60,0.0,9.0,10.0
14303,,,20,5.0,2.96,30.0
14304,,,23,-25.0,3.2,25.0
14305,,,20,0.0,3.2,20.0
14306,,,19,-140.0,2.76,15.0
14307,,,21,-65.0,2.96,35.0
14308,,,22,40.0,3.0,20.0
14309,,,22,-45.0,2.96,45.0
14310,,,20,75.0,2.568,15.0
14311,,,21,0.0,2.75,35.0
14312,,,21,40.0,2.8,15.0
14313,,,18,45.0,2.66,30.0
14314,,,20,-30.0,2.88,45.0
14315,,,20,10.0,2.88,30.0
14316,,,23,0.0,2.96,30.0
14317,,,18,15.0,2.94,20.0
14318,,,50,-45.0,9.0,35.0
14319,,,19,45.0,2.94,15.0
14320,,,21,20.0,2.94,40.0
14321,,,20,0.0,2.85,45.0
14322,,,28,-35.0,2.958,20.0
14323,,,23,60.0,2.94,30.0
